,product,url,title,subtitle,description,pricing_method,capital_value,updated_date,sold_price,sold_date,confidence_band_1,estimated_value_1,confidence_band_2,estimated_value_2,confidence_band_3,estimated_value_3,confidence_band_4,estimated_value_4,valuation_date,land_value,improvement_value,bedroom,bathroom,floor_area,land_area,title_type,garage
142,"Last sold on
      31/03/202523A Cargill Street, Dunedin Central53$857,500(last sale price)",https://www.realestate.co.nz/property/23a-cargill-street-dunedin-central-dunedin-city-otago/wsplhdbv,,,,,"$840,000",Low,"$857,500",31/03/2025,Low,$857K,Med,$865K,High,$874K,Updated 01/07/22,$840K,1 Jul 2022,"$320,000","$520,000",5,3,148m2,,,
143,"Last sold on
      31/03/202538 Severn Street, Green Island21492m2$720,000(last sale price)",https://www.realestate.co.nz/property/38-severn-street-green-island-dunedin-city-otago/w7hprq0y,,,,,"$680,000",Low,"$720,000",31/03/2025,Low,$664K,Med,$707K,High,$751K,Updated 01/07/22,$680K,1 Jul 2022,"$250,000","$430,000",2,1,140m2,492m2,,2
144,"Last sold on
      31/03/202523B Cargill Street, Dunedin Central53$855,000(last sale price)",https://www.realestate.co.nz/property/23b-cargill-street-dunedin-central-dunedin-city-otago/19gkjdbv,,,,,"$840,000",Low,"$855,000",31/03/2025,Low,$857K,Med,$865K,High,$874K,Updated 01/07/22,$840K,1 Jul 2022,"$320,000","$520,000",5,3,148m2,,,
145,"Last sold on
      31/03/2025291 Gladstone Road North, Mosgiel52974m2$990,000(last sale price)",https://www.realestate.co.nz/property/291-gladstone-road-north-mosgiel-dunedin-city-otago/3vdrwt9v,,,,,"$790,000",Low,"$990,000",31/03/2025,Low,$807K,Med,$854K,High,$908K,Updated 01/07/22,$790K,1 Jul 2022,"$330,000","$460,000",5,2,189m2,974m2,,2
146,"Last sold on
      31/03/202549 Canongate, Dunedin Central11255m2$299,000(last sale price)",https://www.realestate.co.nz/property/49-canongate-dunedin-central-dunedin-city-otago/vmq3sspr,,,,,"$375,000",Low,"$299,000",31/03/2025,Low,$296K,Med,$335K,High,$370K,Updated 01/07/22,$375K,1 Jul 2022,"$290,000","$85,000",1,1,40m2,255m2,,
147,"Last sold on
      31/03/202551 Magdala Street, Tainui32254m2$511,000(last sale price)",https://www.realestate.co.nz/property/51-magdala-street-tainui-dunedin-city-otago/r8r8r8wr,,,,,"$575,000",Low,"$511,000",31/03/2025,Low,$513K,Med,$543K,High,$573K,Updated 01/07/22,$575K,1 Jul 2022,"$265,000","$310,000",3,2,118m2,254m2,,
148,"Last sold on
      31/03/2025298 Gladstone Road North, Mosgiel31754m2$715,000(last sale price)",https://www.realestate.co.nz/property/298-gladstone-road-north-mosgiel-dunedin-city-otago/wgck1t9v,,,,,"$680,000",Low,"$715,000",31/03/2025,Low,$651K,Med,$689K,High,$727K,Updated 01/07/22,$680K,1 Jul 2022,"$310,000","$370,000",3,1,110m2,754m2,,1
149,"Last sold on
      31/03/202516A Cosy Dell Road, North Dunedin73230m2$1,060,000(last sale price)",https://www.realestate.co.nz/property/16a-cosy-dell-road-north-dunedin-dunedin-city-otago/q68y733fk,,,,,"$990,000",Low,"$1,060,000",31/03/2025,Low,$896K,Med,$964K,High,$1.04M,Updated 01/07/22,$990K,1 Jul 2022,"$425,000","$565,000",7,3,171m2,230m2,,
150,"Last sold on
      31/03/202535E Factory Road, Mosgiel21144m2$545,000(last sale price)",https://www.realestate.co.nz/property/35e-factory-road-mosgiel-dunedin-city-otago/fqp0ByLYk,,,,,"$510,000",Low,"$545,000",31/03/2025,Low,$455K,Med,$480K,High,$501K,Updated 01/07/22,$510K,1 Jul 2022,"$210,000","$300,000",2,1,74m2,144m2,,
151,"Last sold on
      31/03/202599 Shetland Street, Wakari41999m2$662,500(last sale price)",https://www.realestate.co.nz/property/99-shetland-street-wakari-dunedin-city-otago/98k517dr,,,,,"$680,000",Low,"$662,500",31/03/2025,Low,$614K,Med,$647K,High,$674K,Updated 01/07/22,$680K,1 Jul 2022,"$370,000","$310,000",4,1,131m2,999m2,,2
152,"Last sold on
      31/03/202516 Ethel Street, Wakari32590m2$630,000(last sale price)",https://www.realestate.co.nz/property/16-ethel-street-wakari-dunedin-city-otago/7wrt2jfr,,,,,"$630,000",Low,"$630,000",31/03/2025,Low,$589K,Med,$619K,High,$647K,Updated 01/07/22,$630K,1 Jul 2022,"$335,000","$295,000",3,2,134m2,590m2,,2
153,"Last sold on
      31/03/202510 Hall Street, Mosgiel31594m2$551,000(last sale price)",https://www.realestate.co.nz/property/10-hall-street-mosgiel-dunedin-city-otago/tgm8d2ls,,,,,"$560,000",Low,"$551,000",31/03/2025,Low,$523K,Med,$549K,High,$573K,Updated 01/07/22,$560K,1 Jul 2022,"$385,000","$175,000",3,1,104m2,594m2,,1
154,"Last sold on
      30/03/202517 Fingall Street, South Dunedin21$448,000(last sale price)",https://www.realestate.co.nz/property/17-fingall-street-south-dunedin-dunedin-city-otago/2ly20r2r,,,,,"$405,000",Low,"$448,000",30/03/2025,Low,$398K,Med,$416K,High,$439K,Updated 01/07/22,$405K,1 Jul 2022,"$210,000","$195,000",2,1,100m2,,,1
155,"Recently sold10 Dover Street, Liberton211427m2Price is not yet confirmed",https://www.realestate.co.nz/property/10-dover-street-liberton-dunedin-city-otago/lj8s489q,,,,,"$420,000",Low,,,Low,$351K,Med,$381K,High,$408K,Updated 01/07/22,$420K,1 Jul 2022,"$230,000","$190,000",2,1,90m2,1427m2,,
156,"Last sold on
      28/03/202565 Signal Hill Road, Opoho42387m2$650,000(last sale price)",https://www.realestate.co.nz/property/65-signal-hill-road-opoho-dunedin-city-otago/d32czv8q,,,,,"$690,000",Low,"$650,000",28/03/2025,Low,$632K,Med,$657K,High,$700K,Updated 01/07/22,$690K,1 Jul 2022,"$350,000","$340,000",4,2,141m2,387m2,,2
157,"Last sold on
      28/03/202583 Tahuna Road, Tainui31583m2$540,000(last sale price)",https://www.realestate.co.nz/property/83-tahuna-road-tainui-dunedin-city-otago/1hgxv9wr,,,,,"$550,000",Low,"$540,000",28/03/2025,Low,$490K,Med,$518K,High,$543K,Updated 01/07/22,$550K,1 Jul 2022,"$250,000","$300,000",3,1,100m2,583m2,,1
158,"Last sold on
      28/03/202546A Kenmure Road, Belleknowes31567m2$620,000(last sale price)",https://www.realestate.co.nz/property/46a-kenmure-road-belleknowes-dunedin-city-otago/c2b7pskr,,,,,"$640,000",Low,"$620,000",28/03/2025,Low,$557K,Med,$593K,High,$616K,Updated 01/07/22,$640K,1 Jul 2022,"$315,000","$325,000",3,1,103m2,567m2,,
159,"Last sold on
      28/03/2025978 Brighton Road, Brighton211310m2$700,000(last sale price)",https://www.realestate.co.nz/property/978-brighton-road-brighton-dunedin-city-otago/qv2dvcgs,,,,,"$700,000",Low,"$700,000",28/03/2025,Low,$564K,Med,$627K,High,$686K,Updated 01/07/22,$700K,1 Jul 2022,"$580,000","$120,000",2,1,90m2,1310m2,,1
160,"Last sold on
      28/03/202512 Beaumaris Street, Outram521012m2$1,010,000(last sale price)",https://www.realestate.co.nz/property/12-beaumaris-street-outram-dunedin-city-otago/ghxqykhs,,,,,"$800,000",Low,"$1,010,000",28/03/2025,Low,$805K,Med,$868K,High,$934K,Updated 01/07/22,$800K,1 Jul 2022,"$340,000","$460,000",5,2,211m2,1012m2,,2
161,"Last sold on
      28/03/2025106 Glenross Street, Glenross44779m2$855,000(last sale price)",https://www.realestate.co.nz/property/106-glenross-street-glenross-dunedin-city-otago/mcx7cbjr,,,,,"$880,000",Low,"$855,000",28/03/2025,Low,$855K,Med,$888K,High,$941K,Updated 01/07/22,$880K,1 Jul 2022,"$280,000","$600,000",4,4,282m2,779m2,,2
162,"Last sold on
      28/03/202519 Douglas Street, Saint Kilda32372m2$710,000(last sale price)",https://www.realestate.co.nz/property/19-douglas-street-saint-kilda-dunedin-city-otago/80z4h24r,,,,,"$690,000",Low,"$710,000",28/03/2025,Low,$638K,Med,$669K,High,$694K,Updated 01/07/22,$690K,1 Jul 2022,"$270,000","$420,000",3,2,157m2,372m2,,2
163,"Last sold on
      28/03/202525 Hyde Street, North Dunedin228m2$720,000(last sale price)",https://www.realestate.co.nz/property/25-hyde-street-north-dunedin-dunedin-city-otago/x4rs60rr,,,,,"$690,000",Low,"$720,000",28/03/2025,Low,$507K,Med,$564K,High,$614K,Updated 01/07/22,$690K,1 Jul 2022,"$430,000","$260,000",,,95m2,228m2,,
164,"Last sold on
      28/03/202519 Cole Street, Caversham31365m2$565,000(last sale price)",https://www.realestate.co.nz/property/19-cole-street-caversham-dunedin-city-otago/qt6ww5xr,,,,,"$530,000",Low,"$565,000",28/03/2025,Low,$453K,Med,$481K,High,$503K,Updated 01/07/22,$530K,1 Jul 2022,"$180,000","$350,000",3,1,92m2,365m2,,
165,"Last sold on
      28/03/202545 Gresham Street, Tainui41803m2$620,000(last sale price)",https://www.realestate.co.nz/property/45-gresham-street-tainui-dunedin-city-otago/9lx6htvr,,,,,"$630,000",Low,"$620,000",28/03/2025,Low,$561K,Med,$595K,High,$624K,Updated 01/07/22,$630K,1 Jul 2022,"$360,000","$270,000",4,1,130m2,803m2,,1
166,"Last sold on
      27/03/202525 Ryehill Street, Calton Hill21508m2$407,500(last sale price)",https://www.realestate.co.nz/property/25-ryehill-street-calton-hill-dunedin-city-otago/kk492gzr,,,,,"$530,000",Low,"$407,500",27/03/2025,Low,$457K,Med,$487K,High,$520K,Updated 01/07/22,$530K,1 Jul 2022,"$265,000","$265,000",2,1,120m2,508m2,,2
167,"Last sold on
      27/03/20253/138 Macandrew Road, South Dunedin21$335,000(last sale price)",https://www.realestate.co.nz/property/3-138-macandrew-road-south-dunedin-dunedin-city-otago/pypypy7z,,,,,"$350,000",Low,"$335,000",27/03/2025,Low,$319K,Med,$337K,High,$350K,Updated 01/07/22,$350K,1 Jul 2022,"$155,000","$195,000",2,1,50m2,,,1
168,"Last sold on
      27/03/202543 Arthur Street, Dunedin Central63192m2$700,000(last sale price)",https://www.realestate.co.nz/property/43-arthur-street-dunedin-central-dunedin-city-otago/9fp0fzpr,,,,,"$760,000",Low,"$700,000",27/03/2025,Low,$622K,Med,$672K,High,$724K,Updated 01/07/22,$760K,1 Jul 2022,"$235,000","$525,000",6,3,250m2,192m2,,
169,"Last sold on
      27/03/202576 Fawcett Street, South Dunedin31283m2$331,000(last sale price)",https://www.realestate.co.nz/property/76-fawcett-street-south-dunedin-dunedin-city-otago/fcpdj12r,,,,,"$345,000",Low,"$331,000",27/03/2025,Low,$310K,Med,$333K,High,$366K,Updated 01/07/22,$345K,1 Jul 2022,"$215,000","$130,000",3,1,92m2,283m2,,1
170,"Last sold on
      27/03/202544 Mcmeakin Road, Abbotsford1.38ha$520,000(last sale price)",https://www.realestate.co.nz/property/44-mcmeakin-road-abbotsford-dunedin-city-otago/plhd95ds,,,,,"$630,000",,"$520,000",27/03/2025,,,,,,,,,1 Jul 2022,"$620,000","$10,000",,,,1.38ha,,
171,"Last sold on
      27/03/2025148 Melbourne Street, South Dunedin31643m2$540,000(last sale price)",https://www.realestate.co.nz/property/148-melbourne-street-south-dunedin-dunedin-city-otago/fbtwkv2r,,,,,"$610,000",Low,"$540,000",27/03/2025,Low,$515K,Med,$545K,High,$580K,Updated 01/07/22,$610K,1 Jul 2022,"$315,000","$295,000",3,1,109m2,643m2,,1
172,"Last sold on
      27/03/202531 Plunket Street, Saint Kilda31395m2$620,000(last sale price)",https://www.realestate.co.nz/property/31-plunket-street-saint-kilda-dunedin-city-otago/41c36q5r,,,,,"$700,000",Low,"$620,000",27/03/2025,Low,$525K,Med,$608K,High,$631K,Updated 01/07/22,$700K,1 Jul 2022,"$310,000","$390,000",3,1,127m2,395m2,,
173,"Last sold on
      27/03/20258B Bellona Street, Saint Kilda21$440,000(last sale price)",https://www.realestate.co.nz/property/8b-bellona-street-saint-kilda-dunedin-city-otago/ph063q4r,,,,,"$425,000",Low,"$440,000",27/03/2025,Low,$384K,Med,$403K,High,$423K,Updated 01/07/22,$425K,1 Jul 2022,"$195,000","$230,000",2,1,80m2,,,1
174,"Last sold on
      27/03/202528 Frasers Road, Glenross31574m2$365,000(last sale price)",https://www.realestate.co.nz/property/28-frasers-road-glenross-dunedin-city-otago/84bvmqhr,,,,,"$510,000",Low,"$365,000",27/03/2025,Low,$425K,Med,$469K,High,$501K,Updated 01/07/22,$510K,1 Jul 2022,"$155,000","$355,000",3,1,100m2,574m2,,1
175,"Last sold on
      26/03/202514 Hugh Street, Sawyers Bay21756m2$580,000(last sale price)",https://www.realestate.co.nz/property/14-hugh-street-sawyers-bay-dunedin-city-otago/zjl45q5q,,,,,"$570,000",Low,"$580,000",26/03/2025,Low,$521K,Med,$550K,High,$573K,Updated 01/07/22,$570K,1 Jul 2022,"$275,000","$295,000",2,1,100m2,756m2,,1
176,"Last sold on
      26/03/20255 Doon Street, Mosgiel2775m2$530,000(last sale price)",https://www.realestate.co.nz/property/5-doon-street-mosgiel-dunedin-city-otago/607vw9hs,,,,,"$550,000",Low,"$530,000",26/03/2025,Low,$476K,Med,$518K,High,$570K,Updated 01/07/22,$550K,1 Jul 2022,"$465,000","$85,000",2,,90m2,775m2,,2
177,"Last sold on
      26/03/202531 Lawrence Street, Mornington421525m2$640,000(last sale price)",https://www.realestate.co.nz/property/31-lawrence-street-mornington-dunedin-city-otago/k492gglr,,,,,"$710,000",Low,"$640,000",26/03/2025,Low,$610K,Med,$654K,High,$694K,Updated 01/07/22,$710K,1 Jul 2022,"$290,000","$420,000",4,2,191m2,1525m2,,1
178,"Last sold on
      26/03/20256 Exeter Street, Abbotsford31911m2$565,000(last sale price)",https://www.realestate.co.nz/property/6-exeter-street-abbotsford-dunedin-city-otago/xdh5fb9r,,,,,"$570,000",Low,"$565,000",26/03/2025,Low,$534K,Med,$564K,High,$592K,Updated 01/07/22,$570K,1 Jul 2022,"$330,000","$240,000",3,1,110m2,911m2,,1
179,"Last sold on
      26/03/202519 Dundonald Street, Tainui42703m2$780,000(last sale price)",https://www.realestate.co.nz/property/19-dundonald-street-tainui-dunedin-city-otago/lxbwh7wr,,,,,"$780,000",Low,"$780,000",26/03/2025,Low,$686K,Med,$730K,High,$770K,Updated 01/07/22,$780K,1 Jul 2022,"$255,000","$525,000",4,2,205m2,703m2,,1
180,"Last sold on
      26/03/202595 Marlow Street, Musselburgh3607m2$415,000(last sale price)",https://www.realestate.co.nz/property/95-marlow-street-musselburgh-dunedin-city-otago/r64lk0wr,,,,,"$560,000",Low,"$415,000",26/03/2025,Low,$466K,Med,$505K,High,$543K,Updated 01/07/22,$560K,1 Jul 2022,"$530,000","$30,000",3,,120m2,607m2,,2
181,"Last sold on
      26/03/202520 Peter Street, Caversham21309m2$276,000(last sale price)",https://www.realestate.co.nz/property/20-peter-street-caversham-dunedin-city-otago/zm29b6xr,,,,,"$390,000",Low,"$276,000",26/03/2025,Low,$334K,Med,$364K,High,$392K,Updated 01/07/22,$390K,1 Jul 2022,"$180,000","$210,000",2,1,90m2,309m2,,
182,"Last sold on
      26/03/202589 Coast Road, Warrington211257m2$360,000(last sale price)",https://www.realestate.co.nz/property/89-coast-road-warrington-dunedin-city-otago/g3tnlm1q,,,,,"$475,000",Low,"$360,000",26/03/2025,Low,$384K,Med,$415K,High,$445K,Updated 01/07/22,$475K,1 Jul 2022,"$265,000","$210,000",2,1,92m2,1257m2,,1
183,"Last sold on
      26/03/202511 Kilgour Street, Roslyn52529m2$688,445(last sale price)",https://www.realestate.co.nz/property/11-kilgour-street-roslyn-dunedin-city-otago/8y73lpgr,,,,,"$710,000",Low,"$688,445",26/03/2025,Low,$605K,Med,$670K,High,$741K,Updated 01/07/22,$710K,1 Jul 2022,"$670,000","$40,000",5,2,211m2,529m2,,
184,"Last sold on
      26/03/202581A Musselburgh Rise, Musselburgh21$460,000(last sale price)",https://www.realestate.co.nz/property/81a-musselburgh-rise-musselburgh-dunedin-city-otago/q3ss2nwr,,,,,"$480,000",Low,"$460,000",26/03/2025,Low,$424K,Med,$452K,High,$484K,Updated 01/07/22,$480K,1 Jul 2022,"$190,000","$290,000",2,1,170m2,,,1
185,"Last sold on
      26/03/202551 Centennial Avenue, Helensburgh311321m2$630,000(last sale price)",https://www.realestate.co.nz/property/51-centennial-avenue-helensburgh-dunedin-city-otago/c1l2fqcr,,,,,"$640,000",Low,"$630,000",26/03/2025,Low,$590K,Med,$620K,High,$652K,Updated 01/07/22,$640K,1 Jul 2022,"$380,000","$260,000",3,1,130m2,1321m2,,2
186,"Last sold on
      26/03/202530 Wray Street, Brockville31690m2$522,500(last sale price)",https://www.realestate.co.nz/property/30-wray-street-brockville-dunedin-city-otago/5qsbdyjr,,,,,"$585,000",Low,"$522,500",26/03/2025,Low,$514K,Med,$536K,High,$558K,Updated 01/07/22,$585K,1 Jul 2022,"$275,000","$310,000",3,1,130m2,690m2,,1
187,"Last sold on
      26/03/202564 Perth Street, Mosgiel32700m2$649,000(last sale price)",https://www.realestate.co.nz/property/64-perth-street-mosgiel-dunedin-city-otago/sy9vmlks,,,,,"$670,000",Low,"$649,000",26/03/2025,Low,$633K,Med,$658K,High,$701K,Updated 01/07/22,$670K,1 Jul 2022,"$385,000","$285,000",3,2,125m2,700m2,,1
188,"Last sold on
      26/03/202528B Forfar Street, Mosgiel21$420,000(last sale price)",https://www.realestate.co.nz/property/28b-forfar-street-mosgiel-dunedin-city-otago/vx5m94ls,,,,,"$355,000",Low,"$420,000",26/03/2025,Low,$329K,Med,$356K,High,$376K,Updated 01/07/22,$355K,1 Jul 2022,"$170,000","$185,000",2,1,60m2,,,1
189,"Last sold on
      25/03/2025113A Richardson Street, Saint Kilda31395m2$400,000(last sale price)",https://www.realestate.co.nz/property/113a-richardson-street-saint-kilda-dunedin-city-otago/c8fyqt5r,,,,,"$500,000",Low,"$400,000",25/03/2025,Low,$429K,Med,$466K,High,$500K,Updated 01/07/22,$500K,1 Jul 2022,"$325,000","$175,000",3,1,111m2,395m2,,
190,"Last sold on
      25/03/20257 Norwood Street, Normanby41529m2$553,600(last sale price)",https://www.realestate.co.nz/property/7-norwood-street-normanby-dunedin-city-otago/5X8g2dHk,,,,,"$440,000",Low,"$553,600",25/03/2025,Low,$409K,Med,$447K,High,$486K,Updated 01/07/22,$440K,1 Jul 2022,"$315,000","$125,000",4,1,120m2,529m2,,
191,"Last sold on
      25/03/20253 Dundee Road, Mosgiel42823m2$960,000(last sale price)",https://www.realestate.co.nz/property/3-dundee-road-mosgiel-dunedin-city-otago/0r9msq8gk,,,,,"$920,000",Low,"$960,000",25/03/2025,Low,$912K,Med,$955K,High,$983K,Updated 01/07/22,$920K,1 Jul 2022,"$470,000","$450,000",4,2,185m2,823m2,,2
192,"Last sold on
      25/03/20251 Thorn Street, Caversham21142m2$510,000(last sale price)",https://www.realestate.co.nz/property/1-thorn-street-caversham-dunedin-city-otago/2x83gb1r,,,,,"$435,000",Low,"$510,000",25/03/2025,Low,$379K,Med,$413K,High,$439K,Updated 01/07/22,$435K,1 Jul 2022,"$175,000","$260,000",2,1,62m2,142m2,,
193,"Last sold on
      24/03/202522 Henry Street, Waikouaiti322081m2$491,000(last sale price)",https://www.realestate.co.nz/property/22-henry-street-waikouaiti-dunedin-city-otago/7gt7rd4q,,,,,"$465,000",Low,"$491,000",24/03/2025,Low,$469K,Med,$504K,High,$555K,Updated 01/07/22,$465K,1 Jul 2022,"$350,000","$115,000",3,2,103m2,2081m2,,
194,"Last sold on
      22/03/2025133 Tahuna Road, Andersons Bay31878m2$680,000(last sale price)",https://www.realestate.co.nz/property/133-tahuna-road-andersons-bay-dunedin-city-otago/63q11rvr,,,,,"$730,000",Low,"$680,000",22/03/2025,Low,$649K,Med,$680K,High,$720K,Updated 01/07/22,$730K,1 Jul 2022,"$350,000","$380,000",3,1,121m2,878m2,,3
195,"Last sold on
      21/03/202545 Aberdeen Road, Saint Clair321126m2$1,000,000(last sale price)",https://www.realestate.co.nz/property/45-aberdeen-road-saint-clair-dunedin-city-otago/qxp21m0r,"45 Aberdeen Road, Saint Clair, Dunedin City",Elevated Family Living with Breathtaking Views,"Welcome to 45 Aberdeen Road in the heart of beautiful St Clair, Dunedin — where spectacular coastal views meet generous family living.This fantastic three-bedroom home is perfectly positioned to capture some of the most breathtaking beach and ocean vistas Dunedin has to offer. Whether you're enjoying your morning coffee or entertaining friends, the expansive deck provides an unbeatable backdrop of sunrises, waves, and wide-open skies.Step inside and be greeted by a light-filled, open-plan layout that brings the outdoors in. The modern kitchen includes laundry facilities and flows seamlessly into the spacious dining and lounge area — all leading out to that incredible deck. It's an entertainer’s dream, and a peaceful haven for everyday family life.Each of the three generous bedrooms offers comfort and space. The master bedroom features direct access to a private courtyard, while the second bedroom offers convenient, direct bathroom access.Downstairs, you’ll find exceptional basement storage, fantastic garaging, and ample off-street parking – ideal for busy households or those with outdoor gear to stow.Set privately off the street in one of Dunedin’s most sought-after suburbs, you’ll enjoy the peace and quiet of St Clair living while being just a short drive from the local beach, cafés, schools, and everyday amenities.This is more than just a home – it’s a lifestyle.Don’t miss your chance to live with a view like this. Contact us today to arrange a viewing at 45 Aberdeen Road, St Clair.",dollar$730 per week,,,,,,,,,,,,,,,,3,2,,,,
196,"Last sold on
      21/03/202574 Tainui Road, Tainui31359m2$520,000(last sale price)",https://www.realestate.co.nz/property/74-tainui-road-tainui-dunedin-city-otago/bj9nn7wr,,,,,"$510,000",Low,"$520,000",21/03/2025,Low,$463K,Med,$495K,High,$522K,Updated 01/07/22,$510K,1 Jul 2022,"$355,000","$155,000",3,1,105m2,359m2,,1
197,"Last sold on
      21/03/202535 Thorn Street, Caversham51283m2$610,000(last sale price)",https://www.realestate.co.nz/property/35-thorn-street-caversham-dunedin-city-otago/4dlnmhyr,,,,,"$590,000",Low,"$610,000",21/03/2025,Low,$538K,Med,$570K,High,$594K,Updated 01/07/22,$590K,1 Jul 2022,"$180,000","$410,000",5,1,112m2,283m2,,1
198,"Last sold on
      21/03/202529 Beechworth Street, North East Valley31426m2$527,000(last sale price)",https://www.realestate.co.nz/property/29-beechworth-street-north-east-valley-dunedin-city-otago/nzptb86q,,,,,"$370,000",Low,"$527,000",21/03/2025,Low,$363K,Med,$394K,High,$430K,Updated 01/07/22,$370K,1 Jul 2022,"$290,000","$80,000",3,1,94m2,426m2,,1
199,"Last sold on
      21/03/202527 Boundary Street, Purakaunui1012m2$150,000(last sale price)",https://www.realestate.co.nz/property/27-boundary-street-purakaunui-dunedin-city-otago/9nn7d62q,,,,,"$255,000",Low,"$150,000",21/03/2025,Low,$218K,Med,$251K,High,$286K,Updated 01/07/22,$255K,1 Jul 2022,"$255,000",$0,,,,1012m2,,
200,"Last sold on
      21/03/20256 Edwin Street, Caversham21304m2$335,000(last sale price)",https://www.realestate.co.nz/property/6-edwin-street-caversham-dunedin-city-otago/g75bq80r,,,,,"$370,000",Low,"$335,000",21/03/2025,Low,$320K,Med,$346K,High,$378K,Updated 01/07/22,$370K,1 Jul 2022,"$215,000","$155,000",2,1,95m2,304m2,,
201,"Last sold on
      21/03/20254 Shetland Street, Kaikorai41402m2$610,000(last sale price)",https://www.realestate.co.nz/property/4-shetland-street-kaikorai-dunedin-city-otago/dlnmh8fr,,,,,"$700,000",Low,"$610,000",21/03/2025,Low,$593K,Med,$643K,High,$694K,Updated 01/07/22,$700K,1 Jul 2022,"$210,000","$490,000",4,1,180m2,402m2,,1
202,"Last sold on
      21/03/2025725 Highgate, Maori Hill32372m2$655,000(last sale price)",https://www.realestate.co.nz/property/725-highgate-maori-hill-dunedin-city-otago/hn0kb9cr,,,,,"$640,000",Low,"$655,000",21/03/2025,Low,$549K,Med,$603K,High,$662K,Updated 01/07/22,$640K,1 Jul 2022,"$500,000","$140,000",3,2,110m2,372m2,,1
203,"Last sold on
      21/03/202526A Normanby Street, Saint Kilda21$520,000(last sale price)",https://www.realestate.co.nz/property/26a-normanby-street-saint-kilda-dunedin-city-otago/q68y733r,,,,,"$465,000",Low,"$520,000",21/03/2025,Low,$411K,Med,$433K,High,$460K,Updated 01/07/22,$465K,1 Jul 2022,"$235,000","$230,000",2,1,80m2,,,1
204,"Recently sold315 Double Hill Road, Waitati3115.43haPrice is not yet confirmed",https://www.realestate.co.nz/property/315-double-hill-road-waitati-dunedin-city-otago/p5jtz11q,,,,,"$590,000",Low,,,Low,$480K,Med,$485K,High,$736K,Updated 01/07/22,$590K,1 Jul 2022,"$510,000","$80,000",3,1,130m2,15.43ha,,2
205,"Last sold on
      20/03/2025101 Musselburgh Rise, Musselburgh31455m2$650,000(last sale price)",https://www.realestate.co.nz/property/101-musselburgh-rise-musselburgh-dunedin-city-otago/xv97pnwr,,,,,"$645,000",Low,"$650,000",20/03/2025,Low,$558K,Med,$595K,High,$627K,Updated 01/07/22,$645K,1 Jul 2022,"$430,000","$215,000",3,1,150m2,455m2,,1
206,"Last sold on
      20/03/202556 Doon Street, Vauxhall811295m2$750,000(last sale price)",https://www.realestate.co.nz/property/56-doon-street-vauxhall-dunedin-city-otago/13cvhctr,,,,,"$895,000",Low,"$750,000",20/03/2025,Low,$691K,Med,$784K,High,$869K,Updated 01/07/22,$895K,1 Jul 2022,"$850,000","$45,000",8,1,170m2,1295m2,,1
207,"Last sold on
      20/03/202543 Torquay Street, Abbotsford31693m2$660,000(last sale price)",https://www.realestate.co.nz/property/43-torquay-street-abbotsford-dunedin-city-otago/6sd0l68r,,,,,"$555,000",Low,"$660,000",20/03/2025,Low,$528K,Med,$558K,High,$592K,Updated 01/07/22,$555K,1 Jul 2022,"$280,000","$275,000",3,1,170m2,693m2,,1
208,"Last sold on
      20/03/202513 Lorne Street, Mosgiel31830m2$520,000(last sale price)",https://www.realestate.co.nz/property/13-lorne-street-mosgiel-dunedin-city-otago/sk7s8mjs,,,,,"$505,000",Low,"$520,000",20/03/2025,Low,$481K,Med,$506K,High,$537K,Updated 01/07/22,$505K,1 Jul 2022,"$350,000","$155,000",3,1,80m2,830m2,,1
209,"Last sold on
      20/03/2025135 Shetland Street, Wakari1201m2$575,000(last sale price)",https://www.realestate.co.nz/property/135-shetland-street-wakari-dunedin-city-otago/jjjjjjfr,,,,,"$450,000",Low,"$575,000",20/03/2025,Low,$500K,Med,$531K,High,$569K,Updated 01/07/22,$450K,1 Jul 2022,"$450,000",$0,,,,1201m2,,
210,"Last sold on
      20/03/202516 Hunt Street, Andersons Bay42440m2$700,000(last sale price)",https://www.realestate.co.nz/property/16-hunt-street-andersons-bay-dunedin-city-otago/t8hkd1vr,,,,,"$720,000",Low,"$700,000",20/03/2025,Low,$658K,Med,$685K,High,$720K,Updated 01/07/22,$720K,1 Jul 2022,"$280,000","$440,000",4,2,190m2,440m2,,2
211,"Last sold on
      20/03/202522A Josephine Street, Caversham21$321,000(last sale price)",https://www.realestate.co.nz/property/22a-josephine-street-caversham-dunedin-city-otago/fdkxg70r,,,,,"$345,000",Low,"$321,000",20/03/2025,Low,$307K,Med,$330K,High,$347K,Updated 01/07/22,$345K,1 Jul 2022,"$160,000","$185,000",2,1,70m2,,,1
212,"Last sold on
      20/03/2025156A Hagart-alexander Drive, Mosgiel21$567,000(last sale price)",https://www.realestate.co.nz/property/156a-hagart-alexander-drive-mosgiel-dunedin-city-otago/b1qf4tns,,,,,"$590,000",Low,"$567,000",20/03/2025,Low,$531K,Med,$555K,High,$584K,Updated 01/07/22,$590K,1 Jul 2022,"$250,000","$340,000",2,1,120m2,,,1
213,"Last sold on
      20/03/202537A Rutherford Street, Caversham21$366,000(last sale price)",https://www.realestate.co.nz/property/37a-rutherford-street-caversham-dunedin-city-otago/j9nn7dyr,,,,,"$375,000",Low,"$366,000",20/03/2025,Low,$349K,Med,$363K,High,$387K,Updated 01/07/22,$375K,1 Jul 2022,"$170,000","$205,000",2,1,90m2,,,1
